Player,Pos_x,Age_x,Tm_x,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year,SeasonType_x,MPG,G_p,MP_p,PER_p,TS%_p,3PAr_p,FTr_p,ORB%_p,DRB%_p,TRB%_p,AST%_p,STL%_p,BLK%_p,TOV%_p,USG%_p,OWS_p,DWS_p,WS_p,WS/48_p,OBPM_p,DBPM_p,BPM_p,VORP_p,SeasonType_y,MPG_p,PER_diff,VORP_diff,WS/48_diff,abs_WS_diff
Damian Lillard,PG,30,POR,67,2398,25.6,0.623,0.528,0.363,1.4,11.5,6.3,34.6,1.3,0.6,11.6,31.4,9.6,0.8,10.4,0.209,7.5,-1.3,6.3,5.0,2021,Regular Season,35.791044776119406,6,248,30.4,0.66,0.582,0.373,0.5,11.4,6.1,41.3,1.2,1.5,7.7,30.7,1.5,0.0,1.5,0.286,12.2,0.0,12.2,0.8,Playoffs,41.333333333333336,4.799999999999997,-4.2,0.0769999999999999,0.0769999999999999
Danilo Gallinari,SF,30,LAC,68,2059,21.0,0.633,0.421,0.459,2.9,18.1,10.7,13.2,1.1,0.9,8.5,23.8,6.4,1.8,8.2,0.191,4.9,-0.5,4.3,3.3,2019,Regular Season,30.279411764705884,6,201,13.6,0.474,0.387,0.297,4.7,16.5,10.3,12.5,1.9,0.4,8.1,27.9,-0.1,-0.1,-0.1,-0.031,0.6,-3.0,-2.4,0.0,Playoffs,33.5,-7.4,-3.3,-0.222,0.222
Danilo Gallinari,PF,31,OKC,62,1834,19.5,0.612,0.537,0.365,2.1,16.8,9.7,10.3,1.1,0.2,7.4,24.6,4.5,1.9,6.3,0.166,4.1,-0.9,3.3,2.4,2020,Regular Season,29.580645161290324,7,212,12.7,0.569,0.468,0.38,2.6,15.7,9.4,5.5,1.1,0.6,14.0,21.8,0.1,0.3,0.3,0.07,-0.2,-0.5,-0.6,0.1,Playoffs,30.285714285714285,-6.800000000000001,-2.3,-0.096,0.096
Danuel House Jr.,SF,26,HOU,63,1913,11.3,0.572,0.659,0.167,3.1,11.6,7.3,6.1,1.6,1.5,8.5,13.7,1.9,1.8,3.6,0.091,-0.8,0.0,-0.7,0.6,2020,Regular Season,30.365079365079364,9,279,12.0,0.568,0.624,0.153,3.8,17.7,10.4,7.3,1.4,0.0,7.2,15.7,0.2,0.4,0.6,0.103,-0.4,0.5,0.1,0.2,Playoffs,31.0,0.6999999999999993,-0.3999999999999999,0.0119999999999999,0.0119999999999999
Darius Garland,PG,23,CLE,69,2447,18.8,0.587,0.365,0.284,1.3,7.6,4.5,34.1,1.7,0.3,13.5,26.9,4.5,3.0,7.6,0.148,3.2,-0.7,2.4,2.7,2023,Regular Season,35.46376811594203,5,189,13.3,0.566,0.388,0.313,0.0,5.3,2.8,24.1,2.2,0.5,16.5,27.0,0.0,0.2,0.2,0.056,0.7,0.5,1.2,0.2,Playoffs,37.8,-5.5,-2.5,-0.092,0.092
De'Aaron Fox,PG,25,SAC,73,2435,21.8,0.599,0.276,0.331,1.9,12.4,7.2,29.6,1.6,0.8,10.6,30.1,5.5,1.8,7.4,0.146,3.4,-0.9,2.5,2.7,2023,Regular Season,33.35616438356164,7,270,18.9,0.524,0.382,0.248,4.4,10.1,7.2,33.6,2.6,1.4,13.3,31.0,0.2,0.3,0.5,0.092,4.0,1.0,5.0,0.5,Playoffs,38.57142857142857,-2.900000000000002,-2.2,-0.0539999999999999,0.0539999999999999
De'Andre Hunter,SF,23,ATL,23,678,15.7,0.603,0.383,0.343,2.8,14.7,8.9,9.7,1.4,1.6,9.2,20.2,1.2,0.6,1.7,0.123,0.6,0.6,1.2,0.5,2021,Regular Season,29.47826086956522,5,152,7.1,0.519,0.356,0.356,1.4,12.8,7.2,2.8,0.3,1.7,11.9,17.2,-0.1,0.2,0.0,0.012,-2.5,-0.7,-3.2,0.0,Playoffs,30.4,-8.6,-0.5,-0.111,0.111
De'Andre Hunter,SF,24,ATL,53,1577,10.6,0.547,0.339,0.289,1.8,10.4,6.1,6.1,1.1,1.2,9.6,19.9,0.4,0.7,1.1,0.034,-2.4,-1.5,-3.9,-0.8,2022,Regular Season,29.75471698113208,5,175,16.8,0.673,0.371,0.286,1.4,12.0,6.6,3.5,1.2,0.6,12.2,23.6,0.3,0.1,0.4,0.108,2.1,0.8,2.9,0.2,Playoffs,35.0,6.200000000000001,1.0,0.074,0.074
De'Andre Hunter,SF,25,ATL,67,2126,11.5,0.563,0.348,0.252,2.3,12.4,7.3,6.0,0.8,0.7,8.2,19.7,1.4,1.2,2.5,0.057,-1.9,-1.4,-3.3,-0.7,2023,Regular Season,31.73134328358209,6,224,10.8,0.559,0.447,0.118,3.1,14.3,8.2,4.2,0.9,0.8,9.1,18.1,0.1,0.0,0.1,0.016,-1.9,-1.2,-3.1,-0.1,Playoffs,37.333333333333336,-0.6999999999999993,0.6,-0.041,0.041
DeMar DeRozan,SG,29,SAS,77,2688,19.6,0.542,0.034,0.336,2.2,16.4,9.4,27.6,1.6,1.1,11.7,27.9,3.6,2.6,6.3,0.112,1.0,0.1,1.1,2.2,2019,Regular Season,34.90909090909091,7,251,23.2,0.557,0.008,0.37,4.3,15.8,10.1,21.6,1.7,0.3,8.0,27.7,0.6,0.1,0.8,0.149,3.0,0.8,3.8,0.4,Playoffs,35.857142857142854,3.599999999999998,-1.8000000000000005,0.0369999999999999,0.0369999999999999
DeMar DeRozan,PF,32,CHI,76,2743,23.1,0.59,0.093,0.386,2.3,13.7,8.0,23.3,1.2,0.8,9.2,31.8,7.0,1.8,8.8,0.154,3.4,-0.9,2.5,3.1,2022,Regular Season,36.0921052631579,5,203,13.4,0.481,0.095,0.316,0.5,14.0,6.7,20.9,2.1,1.0,9.2,25.7,-0.2,0.3,0.1,0.019,-1.3,0.5,-0.8,0.1,Playoffs,40.6,-9.7,-3.0,-0.135,0.135
Deandre Ayton,C,22,PHO,69,2115,20.3,0.653,0.029,0.252,12.4,26.3,19.5,6.8,1.0,3.4,11.9,18.2,5.3,3.1,8.4,0.191,1.1,0.1,1.2,1.7,2021,Regular Season,30.65217391304348,22,801,19.5,0.674,0.0,0.226,9.9,25.3,18.1,4.7,1.1,2.8,9.8,16.3,1.9,1.5,3.4,0.203,2.1,0.9,3.0,1.0,Playoffs,36.40909090909091,-0.8000000000000007,-0.7,0.012,0.012
Deandre Ayton,C,23,PHO,58,1713,21.9,0.656,0.027,0.204,9.6,27.1,18.6,7.6,1.1,2.1,10.7,21.4,4.1,3.1,7.3,0.203,2.2,0.6,2.8,2.1,2022,Regular Season,29.53448275862069,13,397,23.5,0.653,0.024,0.201,10.2,24.1,17.4,9.3,0.6,2.4,9.6,22.9,1.2,0.2,1.4,0.167,3.4,0.2,3.6,0.6,Playoffs,30.53846153846154,1.6000000000000014,-1.5,-0.036,0.036
Deandre Ayton,C,24,PHO,67,2035,19.9,0.617,0.027,0.225,9.2,27.5,18.1,9.2,0.9,2.3,11.0,22.9,3.3,3.0,6.2,0.147,0.9,0.0,0.9,1.5,2023,Regular Season,30.37313432835821,10,319,13.9,0.553,0.0,0.207,10.9,24.4,17.8,4.4,0.9,1.8,12.3,19.0,0.1,0.2,0.3,0.047,-1.9,-1.6,-3.5,-0.1,Playoffs,31.9,-5.999999999999998,-1.6,-0.0999999999999999,0.0999999999999999
Dejounte Murray,SG,26,ATL,74,2693,17.0,0.54,0.293,0.144,2.1,13.8,7.9,24.0,2.0,0.6,10.2,24.4,2.4,2.3,4.7,0.084,1.1,0.0,1.0,2.1,2023,Regular Season,36.391891891891895,5,190,20.5,0.538,0.359,0.087,4.7,16.9,10.2,26.5,2.5,0.5,8.5,25.3,0.3,0.1,0.4,0.1,3.9,1.3,5.1,0.3,Playoffs,38.0,3.5,-1.8,0.016,0.016
Dennis Schröder,PG,25,OKC,79,2314,12.7,0.508,0.33,0.206,1.6,11.3,6.3,20.4,1.3,0.4,12.5,24.2,0.4,2.4,2.9,0.06,-1.3,-0.7,-2.0,0.0,2019,Regular Season,29.29113924050633,5,151,13.8,0.548,0.364,0.327,1.4,10.2,5.7,18.1,1.3,0.0,8.7,19.5,0.2,0.1,0.3,0.082,-0.2,0.6,0.4,0.1,Playoffs,30.2,1.1000000000000014,0.1,0.022,0.022
Dennis Schröder,PG,26,OKC,65,1999,16.7,0.575,0.337,0.245,1.1,11.6,6.5,21.9,1.1,0.6,13.4,27.2,1.9,1.8,3.6,0.087,1.1,-1.1,-0.1,1.0,2020,Regular Season,30.753846153846155,7,227,11.6,0.504,0.413,0.229,1.0,10.7,6.0,19.7,0.8,0.5,12.4,26.0,-0.1,0.2,0.1,0.019,-0.4,-0.9,-1.3,0.0,Playoffs,32.42857142857143,-5.1,-1.0,-0.0679999999999999,0.0679999999999999
Dennis Schröder,SG,27,LAL,61,1956,13.8,0.543,0.279,0.32,1.7,10.3,6.1,26.9,1.7,0.6,15.8,22.9,1.0,2.7,3.8,0.093,-1.3,0.1,-1.2,0.4,2021,Regular Season,32.0655737704918,6,196,11.1,0.528,0.371,0.371,0.6,10.2,5.2,15.2,1.6,0.5,10.9,20.8,0.0,0.2,0.2,0.056,-1.6,0.7,-0.9,0.1,Playoffs,32.666666666666664,-2.700000000000001,-0.3,-0.037,0.037
Derrick Rose,PG,32,NYK,50,1279,18.3,0.55,0.211,0.208,1.7,9.3,5.5,28.0,1.9,1.4,10.5,25.8,1.6,1.6,3.1,0.118,1.6,0.3,1.9,1.3,2021,Regular Season,25.58,5,175,17.1,0.551,0.202,0.107,2.3,10.3,6.1,29.3,0.6,0.6,8.3,24.3,0.2,0.2,0.4,0.108,3.2,1.1,4.3,0.3,Playoffs,35.0,-1.1999999999999993,-1.0,-0.0099999999999999,0.0099999999999999
Desmond Bane,SG,23,MEM,76,2266,17.6,0.592,0.475,0.141,2.1,13.6,7.7,13.5,1.9,1.1,8.7,23.1,4.5,2.7,7.2,0.153,2.5,0.3,2.7,2.7,2022,Regular Season,29.81578947368421,12,428,16.0,0.645,0.553,0.22,1.2,10.4,5.5,9.3,1.2,2.1,8.4,18.2,0.9,0.5,1.3,0.15,2.9,0.6,3.5,0.6,Playoffs,35.666666666666664,-1.6000000000000014,-2.1,-0.003,0.003
Desmond Bane,SG,24,MEM,58,1841,19.1,0.606,0.433,0.218,2.5,14.3,8.4,20.8,1.4,1.1,10.9,26.1,3.5,2.3,5.8,0.151,3.3,0.1,3.5,2.5,2023,Regular Season,31.74137931034483,6,231,13.3,0.548,0.431,0.25,2.9,13.7,7.9,14.4,0.6,0.0,11.7,26.4,0.1,0.2,0.3,0.056,1.1,-0.2,0.8,0.2,Playoffs,38.5,-5.800000000000001,-2.3,-0.095,0.095
Devin Booker,SG,24,PHO,67,2270,19.2,0.587,0.288,0.305,1.7,12.1,7.0,20.6,1.2,0.6,12.4,32.7,2.9,2.0,4.9,0.104,1.7,-1.4,0.3,1.3,2021,Regular Season,33.88059701492537,22,889,16.1,0.558,0.289,0.31,2.0,12.9,7.8,18.3,1.0,0.4,13.1,31.8,0.1,1.1,1.2,0.066,0.7,-1.1,-0.4,0.4,Playoffs,40.40909090909091,-3.099999999999998,-0.9,-0.0379999999999999,0.0379999999999999
Devin Booker,SG,25,PHO,68,2345,21.3,0.576,0.336,0.255,2.1,13.2,7.8,22.4,1.6,1.0,9.3,32.0,4.3,3.3,7.6,0.156,3.9,0.2,4.1,3.6,2022,Regular Season,34.48529411764706,10,366,18.0,0.587,0.371,0.303,3.3,12.0,7.8,18.7,0.7,1.1,13.9,28.9,0.5,0.0,0.6,0.072,3.3,-1.3,2.0,0.4,Playoffs,36.6,-3.3000000000000007,-3.2,-0.084,0.084
Devin Booker,SG,26,PHO,53,1835,22.0,0.601,0.296,0.336,2.7,12.0,7.2,27.3,1.4,0.9,10.6,31.8,4.2,1.9,6.0,0.157,4.5,-0.3,4.2,2.9,2023,Regular Season,34.62264150943396,11,459,28.6,0.686,0.253,0.278,3.1,10.2,6.7,29.1,2.0,1.6,10.6,29.0,2.1,0.2,2.3,0.236,8.7,2.0,10.7,1.5,Playoffs,41.72727272727273,6.600000000000001,-1.4,0.0789999999999999,0.0789999999999999
Dillon Brooks,SF,25,MEM,67,1997,12.1,0.515,0.361,0.189,2.8,7.7,5.2,11.7,1.9,1.2,9.6,26.1,-0.5,1.8,1.4,0.033,-2.6,-1.1,-3.7,-0.9,2021,Regular Season,29.80597014925373,5,175,20.6,0.595,0.206,0.268,2.9,11.0,6.6,9.9,1.9,1.2,7.7,28.3,0.3,0.0,0.3,0.08,2.3,0.3,2.6,0.2,Playoffs,35.0,8.500000000000002,1.1,0.047,0.047
Dillon Brooks,SF,26,MEM,32,885,15.5,0.515,0.283,0.202,3.4,8.8,6.0,15.4,1.9,0.8,8.0,28.8,0.7,0.9,1.6,0.087,-1.0,-0.8,-1.8,0.0,2022,Regular Season,27.65625,11,335,6.9,0.44,0.419,0.145,2.4,7.3,4.7,13.8,1.5,0.9,10.7,25.1,-0.6,0.3,-0.3,-0.036,-3.3,-1.3,-4.6,-0.2,Playoffs,30.454545454545453,-8.6,-0.2,-0.123,0.123
Domantas Sabonis,C,26,SAC,79,2736,23.5,0.668,0.088,0.467,10.6,30.0,20.3,30.4,1.1,1.2,16.9,21.3,9.6,3.0,12.6,0.221,4.1,1.8,5.8,5.4,2023,Regular Season,34.63291139240506,7,243,15.9,0.517,0.051,0.283,12.6,19.9,16.2,20.8,1.9,2.3,18.9,22.4,0.0,0.3,0.3,0.064,0.1,0.7,0.7,0.2,Playoffs,34.714285714285715,-7.6,-5.2,-0.157,0.157
Donovan Mitchell,SG,22,UTA,77,2598,17.2,0.537,0.339,0.259,2.5,10.5,6.6,21.2,2.0,0.9,11.3,31.6,1.3,3.7,5.0,0.092,1.2,0.1,1.3,2.2,2019,Regular Season,33.74025974025974,5,193,6.8,0.423,0.384,0.295,3.7,10.2,6.8,15.5,2.0,0.6,14.2,32.5,-0.6,0.2,-0.5,-0.12,-3.3,-1.3,-4.6,-0.1,Playoffs,38.6,-10.4,-2.3000000000000003,-0.212,0.212
Donovan Mitchell,SG,23,UTA,69,2364,18.8,0.558,0.352,0.24,2.6,11.3,7.1,21.6,1.4,0.5,11.0,30.8,3.2,2.2,5.4,0.11,2.4,-0.6,1.9,2.3,2020,Regular Season,34.26086956521739,7,264,33.7,0.696,0.408,0.369,2.7,12.6,7.8,25.6,1.4,0.7,13.7,37.5,1.4,0.0,1.4,0.26,9.3,0.2,9.5,0.7,Playoffs,37.71428571428572,14.900000000000002,-1.6,0.15,0.15
Donovan Mitchell,PG,24,UTA,53,1771,21.3,0.569,0.423,0.29,3.1,10.6,7.0,26.7,1.4,0.7,10.7,33.5,3.9,2.2,6.2,0.167,4.6,-0.2,4.3,2.8,2021,Regular Season,33.41509433962264,10,346,26.4,0.602,0.489,0.323,1.1,12.6,7.1,30.3,1.6,0.5,9.4,38.0,1.2,0.0,1.2,0.173,8.2,-0.4,7.8,0.9,Playoffs,34.6,5.099999999999998,-1.9,0.0059999999999999,0.0059999999999999
Donovan Mitchell,SG,25,UTA,67,2266,21.6,0.572,0.475,0.227,2.7,10.6,6.8,27.7,2.2,0.5,11.7,32.9,4.7,2.5,7.2,0.152,4.6,-0.3,4.3,3.6,2022,Regular Season,33.82089552238806,6,229,19.0,0.505,0.361,0.316,3.1,10.1,6.6,29.8,0.9,1.6,9.6,34.3,0.2,0.1,0.3,0.054,3.9,-1.1,2.8,0.3,Playoffs,38.16666666666666,-2.6000000000000014,-3.3000000000000003,-0.098,0.098
Donovan Mitchell,SG,26,CLE,68,2432,22.9,0.614,0.453,0.262,3.1,10.9,7.0,21.4,2.0,1.0,10.3,32.1,5.4,3.5,8.9,0.176,5.6,0.6,6.3,5.0,2023,Regular Season,35.76470588235294,5,207,15.7,0.518,0.433,0.173,1.8,11.9,7.0,33.7,2.5,1.3,14.5,29.7,-0.1,0.3,0.3,0.059,2.7,2.0,4.8,0.4,Playoffs,41.4,-7.199999999999999,-4.6,-0.1169999999999999,0.1169999999999999
Dorian Finney-Smith,PF,26,DAL,71,2120,12.3,0.595,0.58,0.207,7.3,12.7,10.0,7.2,1.0,1.6,10.8,12.9,3.3,1.5,4.9,0.11,0.1,-0.3,-0.2,0.9,2020,Regular Season,29.859154929577464,6,191,12.4,0.563,0.577,0.096,6.8,12.7,9.7,13.4,1.7,1.4,14.2,14.2,0.2,0.0,0.2,0.044,0.6,0.6,1.2,0.2,Playoffs,31.83333333333333,0.0999999999999996,-0.7,-0.066,0.066
Dorian Finney-Smith,PF,27,DAL,60,1921,12.0,0.609,0.648,0.088,5.7,13.0,9.3,7.2,1.3,1.2,9.0,12.2,2.8,1.6,4.4,0.11,0.2,0.0,0.1,1.0,2021,Regular Season,32.016666666666666,7,271,9.5,0.544,0.578,0.078,6.9,13.1,9.9,7.7,1.5,0.8,15.3,13.1,0.1,0.1,0.2,0.027,-0.9,0.0,-0.9,0.1,Playoffs,38.71428571428572,-2.5,-0.9,-0.083,0.083
Dorian Finney-Smith,PF,28,DAL,80,2644,12.5,0.604,0.629,0.12,5.1,10.7,7.9,8.2,1.7,1.3,9.9,13.8,3.4,3.2,6.6,0.121,0.1,0.7,0.8,1.9,2022,Regular Season,33.05,18,688,12.6,0.63,0.688,0.153,5.4,11.6,8.5,7.8,1.3,0.9,9.7,12.8,1.2,0.3,1.5,0.106,0.5,0.5,1.0,0.5,Playoffs,38.22222222222222,0.0999999999999996,-1.4,-0.015,0.015
Draymond Green,PF,28,GSW,66,2065,12.9,0.526,0.391,0.216,3.2,20.8,12.4,26.8,2.2,2.8,26.8,13.1,1.1,3.2,4.3,0.1,-1.3,2.7,1.4,1.8,2019,Regular Season,31.28787878787879,22,851,16.5,0.561,0.249,0.31,5.7,23.9,15.1,30.8,1.8,3.8,24.2,17.5,1.0,1.0,2.0,0.111,0.3,3.2,3.6,1.2,Playoffs,38.68181818181818,3.6,-0.6000000000000001,0.0109999999999999,0.0109999999999999
Draymond Green,PF,31,GSW,46,1329,14.3,0.582,0.21,0.354,3.8,23.2,13.8,32.5,2.2,3.6,31.9,14.3,0.8,2.8,3.6,0.131,-1.4,4.6,3.2,1.8,2022,Regular Season,28.89130434782609,22,703,12.3,0.534,0.271,0.326,4.3,20.6,12.7,25.7,1.8,3.2,26.4,14.0,0.4,1.0,1.4,0.094,-2.0,2.9,0.9,0.5,Playoffs,31.954545454545453,-2.0,-1.3,-0.037,0.037
Draymond Green,PF,32,GSW,73,2297,12.2,0.592,0.276,0.228,3.2,21.6,12.6,27.8,1.5,2.3,28.1,13.2,1.6,3.1,4.7,0.098,-1.8,2.6,0.8,1.6,2023,Regular Season,31.46575342465753,12,367,14.6,0.535,0.22,0.363,5.3,18.3,11.7,29.4,2.3,2.8,20.4,14.9,0.4,0.6,1.0,0.126,-1.2,4.1,2.8,0.5,Playoffs,30.58333333333333,2.4000000000000004,-1.1,0.0279999999999999,0.0279999999999999
Eric Gordon,SG,30,HOU,68,2158,12.2,0.549,0.64,0.162,0.9,6.9,3.8,9.4,0.9,1.1,8.2,22.0,1.7,1.0,2.6,0.059,0.5,-1.8,-1.3,0.4,2019,Regular Season,31.735294117647054,11,410,12.7,0.604,0.633,0.187,1.4,5.9,3.7,5.7,0.8,2.5,14.3,20.3,0.3,0.3,0.6,0.072,1.3,-0.8,0.5,0.3,Playoffs,37.27272727272727,0.5,-0.1,0.0129999999999999,0.0129999999999999
Eric Gordon,SF,31,HOU,36,1016,10.3,0.51,0.654,0.231,0.9,6.5,3.7,7.9,1.0,1.1,7.8,22.5,-0.1,0.6,0.5,0.024,-1.8,-2.1,-3.9,-0.5,2020,Regular Season,28.22222222222222,12,410,12.8,0.537,0.511,0.227,1.6,7.4,4.4,14.7,1.2,1.7,11.0,23.8,0.0,0.4,0.4,0.053,-0.4,-0.6,-1.0,0.1,Playoffs,34.166666666666664,2.5,0.6,0.0289999999999999,0.0289999999999999
Evan Fournier,SG,26,ORL,81,2553,12.3,0.536,0.421,0.159,1.6,9.4,5.4,17.6,1.4,0.4,11.9,22.1,0.8,2.5,3.2,0.061,-1.8,-0.6,-2.4,-0.3,2019,Regular Season,31.51851851851852,5,175,5.0,0.427,0.493,0.116,1.7,8.7,5.0,10.7,2.0,0.0,14.2,21.4,-0.4,0.1,-0.3,-0.091,-4.4,-0.5,-4.8,-0.1,Playoffs,35.0,-7.300000000000001,0.1999999999999999,-0.152,0.152
Evan Fournier,SF,27,ORL,66,2076,16.4,0.595,0.467,0.237,0.9,8.2,4.4,16.6,1.7,0.7,10.9,23.9,2.9,1.7,4.6,0.106,1.4,-0.4,1.0,1.6,2020,Regular Season,31.454545454545453,5,171,8.9,0.496,0.614,0.298,1.7,10.7,6.0,11.6,1.6,1.8,12.2,18.3,-0.2,0.2,0.0,0.006,-1.5,-0.6,-2.1,0.0,Playoffs,34.2,-7.499999999999998,-1.6,-0.0999999999999999,0.0999999999999999
Evan Fournier,SF,28,BOS,42,1259,16.7,0.598,0.523,0.253,0.8,10.2,5.4,18.6,1.8,1.4,10.8,23.1,1.8,1.0,2.8,0.107,1.5,-0.4,1.1,1.0,2021,Regular Season,29.976190476190474,5,167,11.8,0.564,0.476,0.19,3.3,9.5,6.2,6.6,1.8,0.0,6.8,18.6,0.2,-0.1,0.1,0.015,-1.5,-0.8,-2.3,0.0,Playoffs,33.4,-4.899999999999999,-1.0,-0.092,0.092
Evan Mobley,PF,21,CLE,79,2715,17.9,0.591,0.108,0.321,8.1,22.7,15.4,12.4,1.1,4.0,11.9,20.2,3.7,4.8,8.5,0.151,0.0,1.6,1.7,2.5,2023,Regular Season,34.36708860759494,5,188,9.5,0.476,0.021,0.167,9.7,20.8,15.5,8.6,0.8,2.8,18.9,15.8,-0.2,0.3,0.1,0.036,-3.0,0.8,-2.2,0.0,Playoffs,37.6,-8.399999999999999,-2.5,-0.1149999999999999,0.1149999999999999
Fred VanVleet,SG,25,TOR,54,1928,16.3,0.553,0.484,0.256,1.0,9.9,5.6,27.7,2.5,0.9,12.3,21.7,2.8,3.1,5.8,0.145,1.3,1.4,2.7,2.3,2020,Regular Season,35.7037037037037,11,430,16.4,0.537,0.579,0.132,1.2,11.0,6.0,28.4,2.0,1.7,9.9,22.9,0.4,0.8,1.2,0.134,2.9,1.9,4.7,0.7,Playoffs,39.09090909090909,0.0999999999999978,-1.6,-0.0109999999999999,0.0109999999999999
Fred VanVleet,PG,27,TOR,65,2462,17.3,0.552,0.585,0.202,1.8,11.4,6.4,26.7,2.3,1.4,12.5,23.7,3.9,2.8,6.7,0.131,3.1,0.5,3.6,3.5,2022,Regular Season,37.87692307692308,4,140,15.7,0.486,0.667,0.111,1.6,9.7,5.3,27.5,2.6,3.1,6.6,20.1,0.1,0.0,0.2,0.06,2.6,0.9,3.5,0.2,Playoffs,35.0,-1.6000000000000014,-3.3,-0.071,0.071
Gabe Vincent,PG,26,MIA,68,1759,9.0,0.533,0.617,0.138,1.7,8.1,4.8,13.9,1.8,0.3,13.3,17.5,-0.3,1.7,1.4,0.038,-3.1,-0.3,-3.4,-0.6,2023,Regular Season,25.86764705882353,22,672,10.5,0.535,0.549,0.138,1.3,4.0,2.6,17.1,1.4,0.6,10.6,19.5,0.3,0.5,0.7,0.051,-1.9,0.4,-1.5,0.1,Playoffs,30.545454545454547,1.5,0.7,0.0129999999999999,0.0129999999999999
Garrett Temple,SG,33,BRK,62,1730,10.5,0.513,0.658,0.148,1.8,11.1,6.5,12.8,1.3,1.4,9.0,16.6,0.7,1.7,2.4,0.066,-1.4,0.3,-1.1,0.4,2020,Regular Season,27.90322580645161,4,137,4.6,0.465,0.735,0.122,0.0,8.7,4.0,9.3,1.0,0.7,10.4,17.3,-0.2,-0.1,-0.3,-0.095,-4.2,-1.8,-6.1,-0.1,Playoffs,34.25,-5.9,-0.5,-0.161,0.161
Gary Harris,SG,24,DEN,57,1639,12.2,0.526,0.38,0.226,2.7,7.9,5.3,11.0,1.6,1.0,8.9,20.0,1.1,1.5,2.6,0.076,-1.2,-0.4,-1.6,0.2,2019,Regular Season,28.75438596491228,14,517,13.5,0.569,0.361,0.241,1.8,10.1,5.9,9.3,1.2,1.2,5.9,16.0,0.9,0.2,1.1,0.1,-1.1,0.8,-0.3,0.2,Playoffs,36.92857142857143,1.3000000000000007,0.0,0.024,0.024
Gary Trent Jr.,SF,21,POR,61,1332,12.9,0.587,0.608,0.102,2.0,5.8,3.9,6.3,1.7,1.0,4.4,15.3,2.2,0.3,2.5,0.089,0.5,-0.8,-0.3,0.6,2020,Regular Season,21.83606557377049,5,153,5.8,0.499,0.533,0.156,3.4,3.5,3.4,2.9,1.2,0.0,9.4,14.5,0.0,0.0,0.0,-0.007,-2.1,-2.1,-4.2,-0.1,Playoffs,30.6,-7.1000000000000005,-0.7,-0.096,0.096
Gary Trent Jr.,SG,23,TOR,70,2448,14.7,0.546,0.502,0.188,1.1,7.7,4.2,8.8,2.5,0.8,5.8,21.8,3.1,2.5,5.6,0.11,-0.1,0.3,0.2,1.3,2022,Regular Season,34.97142857142857,6,199,12.4,0.509,0.476,0.232,0.6,6.2,3.1,6.4,1.6,1.6,3.2,21.8,0.1,-0.1,0.1,0.014,-0.7,-0.7,-1.4,0.0,Playoffs,33.166666666666664,-2.299999999999999,-1.3,-0.096,0.096
Giannis Antetokounmpo,PF,24,MIL,72,2358,30.9,0.644,0.163,0.55,7.3,30.0,19.3,30.3,1.8,3.9,14.8,32.3,8.9,5.5,14.4,0.292,6.3,4.1,10.4,7.4,2019,Regular Season,32.75,15,514,26.5,0.57,0.21,0.641,7.5,27.7,17.9,25.1,1.6,5.3,13.0,32.2,1.1,1.3,2.3,0.219,5.0,3.3,8.4,1.4,Playoffs,34.266666666666666,-4.399999999999999,-6.0,-0.0729999999999999,0.0729999999999999
Giannis Antetokounmpo,PF,25,MIL,63,1917,31.9,0.613,0.237,0.508,7.7,34.8,22.1,34.2,1.5,3.0,13.2,37.5,6.1,5.0,11.1,0.279,7.4,4.1,11.5,6.6,2020,Regular Season,30.428571428571427,9,277,31.3,0.61,0.248,0.503,10.3,38.2,24.0,36.7,1.0,3.1,13.2,35.2,0.9,0.5,1.4,0.238,7.8,3.4,11.2,0.9,Playoffs,30.77777777777778,-0.5999999999999979,-5.699999999999999,-0.041,0.041
Giannis Antetokounmpo,PF,26,MIL,61,2013,29.2,0.633,0.201,0.528,5.3,28.9,17.5,28.7,1.7,3.2,13.2,32.5,6.9,3.3,10.2,0.244,6.2,2.8,9.0,5.6,2021,Regular Season,33.0,21,800,27.6,0.599,0.159,0.469,7.8,28.7,18.0,24.3,1.3,2.9,10.8,31.8,2.0,1.7,3.7,0.224,6.7,3.2,9.9,2.4,Playoffs,38.095238095238095,-1.599999999999998,-3.2,-0.0199999999999999,0.0199999999999999
Giannis Antetokounmpo,PF,27,MIL,67,2204,32.1,0.633,0.194,0.615,6.6,30.4,18.7,31.7,1.6,4.0,12.2,34.9,9.2,3.7,12.9,0.281,7.6,3.5,11.2,7.4,2022,Regular Season,32.8955223880597,12,448,26.8,0.552,0.144,0.47,6.2,31.8,19.4,36.9,0.9,3.4,13.6,38.5,0.6,1.1,1.7,0.178,6.5,4.0,10.4,1.4,Playoffs,37.333333333333336,-5.300000000000001,-6.0,-0.103,0.103
